prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
32,1024,4,64,74.165
32,1024,4,128,81.6217
32,1024,4,256,88.566
32,1024,4,512,98.1977
32,1024,4,1024,116.523
32,1024,8,16,69.2703
32,1024,8,32,72.2987
32,1024,8,64,75.819
32,1024,8,128,89.3343
32,1024,8,256,98.977
32,1024,8,512,117.142
32,1024,8,1024,152.203
32,1024,16,16,72.715
32,1024,16,32,78.7417
32,1024,16,64,84.1813
32,1024,16,128,94.2723
32,1024,16,256,112.652
32,1024,16,512,146.859
32,1024,16,1024,212.779
32,1024,32,16,80.3753
32,1024,32,32,90.4323
32,1024,32,64,101.772
32,1024,32,128,119.169
32,1024,32,256,152.854
32,1024,32,512,219.66
32,1024,32,1024,350.412
32,1024,64,16,95.403
32,1024,64,32,114.187
32,1024,64,64,132.256
32,1024,64,128,167.607
32,1024,64,256,231.755
32,1024,64,512,362.669
32,1024,64,1024,621.879
32,1024,128,16,120.224
32,1024,128,32,152.864
32,1024,128,64,184.843
32,1024,128,128,252.226
32,1024,128,256,380.215
32,1024,128,512,635.779
32,1024,128,1024,1143.63
64,0,0,0,22.7523
64,0,1,16,29.451
64,0,1,32,31.84
64,0,1,64,34.5283
64,0,1,128,40.842
64,0,1,256,41.397
64,0,1,512,42.1547
64,0,1,1024,49.131
64,0,2,16,29.5897
64,0,2,32,32.1067
64,0,2,64,34.7093
64,0,2,128,41.3437
64,0,2,256,42.3583
64,0,2,512,49.611
64,0,2,1024,57.515
64,0,4,16,29.9097
64,0,4,32,32.7577
64,0,4,64,35.6913
64,0,4,128,43.0293
64,0,4,256,49.6213
64,0,4,512,58.944
64,0,4,1024,77.1203
64,0,8,16,32.1073
64,0,8,32,35.4027
64,0,8,64,38.379
64,0,8,128,52.3303
64,0,8,256,60.875
64,0,8,512,79.008
64,0,8,1024,112.427
64,0,16,16,35.3923
64,0,16,32,41.259
64,0,16,64,46.7307
64,0,16,128,57.4617
64,0,16,256,74.7737
64,0,16,512,109.856
64,0,16,1024,176.843
64,0,32,16,42.3257
64,0,32,32,52.7467
64,0,32,64,63.9147
64,0,32,128,81.728
64,0,32,256,114.966
64,0,32,512,180.865
64,0,32,1024,313.11
64,0,64,16,54.603
64,0,64,32,72.1707
64,0,64,64,90.7633
64,0,64,128,126.049
64,0,64,256,191.051
64,0,64,512,321.654
64,0,64,1024,581.443
64,0,128,16,78.6033
64,0,128,32,111.371
64,0,128,64,143.104
64,0,128,128,210.219
64,0,128,256,336.898
64,0,128,512,593.709
64,0,128,1024,1104.47
64,16,0,0,28.6087
64,16,1,16,35.4667
64,16,1,32,37.7603
64,16,1,64,40.491
64,16,1,128,46.88
64,16,1,256,47.414
64,16,1,512,47.9047
64,16,1,1024,55.201
64,16,2,16,35.6903
64,16,2,32,38.0267
64,16,2,64,40.7043
64,16,2,128,47.381
64,16,2,256,48.267
64,16,2,512,55.7233
64,16,2,1024,64.065
64,16,4,16,35.8613
64,16,4,32,38.496
64,16,4,64,41.696
64,16,4,128,48.7893
64,16,4,256,55.338
64,16,4,512,63.99
64,16,4,1024,82.955
64,16,8,16,38.1337
64,16,8,32,41.1207
64,16,8,64,44.224
64,16,8,128,58.5177
64,16,8,256,66.7737
64,16,8,512,85.1217
64,16,8,1024,118.092
64,16,16,16,41.5047
64,16,16,32,47.2217
64,16,16,64,52.5973
64,16,16,128,62.5707
64,16,16,256,81.4723
64,16,16,512,115.35
64,16,16,1024,183.745
64,16,32,16,48.0213
64,16,32,32,58.6667
64,16,32,64,69.856
64,16,32,128,88.0643
64,16,32,256,120.822
64,16,32,512,186.944
64,16,32,1024,319.095
64,16,64,16,60.448
64,16,64,32,78.283
64,16,64,64,97.1097
64,16,64,128,131.916
64,16,64,256,196.726
64,16,64,512,327.745
64,16,64,1024,585.774
64,16,128,16,84.3737
64,16,128,32,116.876
64,16,128,64,148.747
64,16,128,128,216.727
64,16,128,256,343.254
